	child	parent
Cell_9763	-1.0	-1.0
Cell_9764	-1.0	-1.0
Cell_9765	-1.0	-1.0
Cell_9766	-1.0	-1.0
Cell_9767	-1.0	-1.0
Cell_9768	-1.0	-1.0
Cell_9769	-1.0	-1.0
Cell_9770	-1.0	-1.0
Cell_9771	-1.0	-1.0
Cell_9772	-1.0	-1.0
Cell_9773	-1.0	-1.0
Cell_9774	-1.0	-1.0
Cell_9775	-1.0	-1.0
Cell_9776	-1.0	-1.0
Cell_9777	-1.0	-1.0
Cell_9778	-1.0	-1.0
Cell_9779	-1.0	-1.0
Cell_9780	-1.0	-1.0
Cell_9781	-1.0	-1.0
Cell_9782	-1.0	-1.0
Cell_9783	-1.0	-1.0
Cell_9784	-1.0	-1.0
Cell_9785	-1.0	-1.0
Cell_9786	-1.0	-1.0
Cell_9787	-1.0	-1.0
Cell_9788	-1.0	-1.0
Cell_9789	-1.0	-1.0
Cell_9790	-1.0	-1.0
Cell_9791	-1.0	-1.0
Cell_9792	-1.0	-1.0
Cell_9793	-1.0	-1.0
Cell_9794	-1.0	-1.0
Cell_9795	-1.0	-1.0
Cell_9796	-1.0	-1.0
Cell_9797	-1.0	-1.0
Cell_9798	-1.0	-1.0
Cell_9799	-1.0	-1.0
Cell_9800	-1.0	-1.0
Cell_9801	-1.0	-1.0
Cell_9802	-1.0	-1.0
Cell_9803	-1.0	-1.0
Cell_9804	-1.0	-1.0
Cell_9805	-1.0	-1.0
Cell_9806	-1.0	-1.0
Cell_9807	-1.0	-1.0
Cell_9808	-1.0	-1.0
Cell_9809	-1.0	-1.0
Cell_9810	-1.0	-1.0
Cell_9811	-1.0	-1.0
Cell_9812	-1.0	-1.0
Cell_9813	-1.0	-1.0
Cell_9814	-1.0	-1.0
Cell_9815	-1.0	-1.0
Cell_9816	-1.0	-1.0
Cell_9817	-1.0	-1.0
Cell_9818	-1.0	-1.0
Cell_9819	-1.0	-1.0
Cell_9820	-1.0	-1.0
Cell_9821	-1.0	-1.0
Cell_9822	-1.0	-1.0
Cell_9823	-1.0	-1.0
Cell_9824	-1.0	-1.0
Cell_9825	-1.0	-1.0
Cell_9826	-1.0	-1.0
Cell_9827	-1.0	-1.0
Cell_9828	-1.0	-1.0
Cell_9829	-1.0	-1.0
Cell_9830	-1.0	-1.0
Cell_9831	-1.0	-1.0
Cell_9832	-1.0	-1.0
Cell_9833	-1.0	-1.0
Cell_9834	-1.0	-1.0
Cell_9835	-1.0	-1.0
Cell_9836	-1.0	-1.0
Cell_9837	-1.0	-1.0
Cell_9838	-1.0	-1.0
Cell_9839	-1.0	-1.0
Cell_9840	-1.0	-1.0
Cell_9841	-1.0	-1.0
Cell_9842	-1.0	-1.0
Cell_9843	-1.0	-1.0
Cell_9844	-1.0	-1.0
Cell_9845	-1.0	-1.0
Cell_9846	-1.0	-1.0
Cell_9847	-1.0	-1.0
Cell_9848	-1.0	-1.0
Cell_9849	-1.0	-1.0
Cell_9850	-1.0	-1.0
Cell_9851	-1.0	-1.0
Cell_9852	-1.0	-1.0
Cell_9853	-1.0	-1.0
Cell_9854	-1.0	-1.0
Cell_9855	-1.0	-1.0
Cell_9856	-1.0	-1.0
Cell_9857	-1.0	-1.0
Cell_9858	-1.0	-1.0
Cell_9859	-1.0	-1.0
Cell_9860	-1.0	-1.0
Cell_9861	-1.0	-1.0
Cell_9862	-1.0	-1.0
Cell_9863	-1.0	-1.0
Cell_9864	-1.0	-1.0
Cell_9865	-1.0	-1.0
Cell_9866	-1.0	-1.0
Cell_9867	-1.0	-1.0
Cell_9868	-1.0	-1.0
Cell_9869	-1.0	-1.0
Cell_9870	-1.0	-1.0
Cell_9871	-1.0	-1.0
Cell_9872	-1.0	-1.0
Cell_9873	-1.0	-1.0
Cell_9874	-1.0	-1.0
Cell_9875	-1.0	-1.0
Cell_9876	-1.0	-1.0
Cell_9877	-1.0	-1.0
Cell_9878	-1.0	-1.0
Cell_9879	-1.0	-1.0
Cell_9880	-1.0	-1.0
Cell_9881	-1.0	-1.0
Cell_9882	-1.0	-1.0
Cell_9883	-1.0	-1.0
Cell_9884	-1.0	-1.0
Cell_9885	-1.0	-1.0
Cell_9886	-1.0	-1.0
Cell_9887	-1.0	-1.0
Cell_9888	-1.0	-1.0
Cell_9889	-1.0	-1.0
Cell_9890	-1.0	-1.0
Cell_9891	-1.0	-1.0
Cell_9892	-1.0	-1.0
Cell_9893	-1.0	-1.0
Cell_9894	-1.0	-1.0
Cell_9895	-1.0	-1.0
Cell_9896	-1.0	-1.0
Cell_9897	-1.0	-1.0
Cell_9898	-1.0	-1.0
Cell_9899	-1.0	-1.0
Cell_9900	-1.0	-1.0
Cell_9901	-1.0	-1.0
Cell_9902	-1.0	-1.0
Cell_9903	-1.0	-1.0
Cell_9904	-1.0	-1.0
Cell_9905	-1.0	-1.0
Cell_9906	-1.0	-1.0
Cell_9907	-1.0	-1.0
Cell_9908	-1.0	-1.0
Cell_9909	-1.0	-1.0
Cell_9910	-1.0	-1.0
Cell_9911	-1.0	-1.0
Cell_9912	-1.0	-1.0
Cell_9913	-1.0	-1.0
Cell_9914	-1.0	-1.0
Cell_9915	-1.0	-1.0
Cell_9916	-1.0	-1.0
Cell_9917	-1.0	-1.0
Cell_9918	-1.0	-1.0
Cell_9919	-1.0	-1.0
Cell_9920	-1.0	-1.0
Cell_9921	-1.0	-1.0
Cell_9922	-1.0	-1.0
Cell_9923	-1.0	-1.0
Cell_9924	-1.0	-1.0
Cell_9925	-1.0	-1.0
Cell_9926	-1.0	-1.0
Cell_9927	-1.0	-1.0
Cell_9928	-1.0	-1.0
Cell_9929	-1.0	-1.0
Cell_9930	-1.0	-1.0
Cell_9931	-1.0	-1.0
Cell_9932	-1.0	-1.0
Cell_9933	-1.0	-1.0
Cell_9934	-1.0	-1.0
Cell_9935	-1.0	-1.0
Cell_9936	-1.0	-1.0
Cell_9937	-1.0	-1.0
Cell_9938	-1.0	-1.0
Cell_9939	-1.0	-1.0
Cell_9940	-1.0	-1.0
Cell_9941	-1.0	-1.0
Cell_9942	-1.0	-1.0
Cell_9943	-1.0	-1.0
Cell_9944	-1.0	-1.0
Cell_9945	-1.0	-1.0
Cell_9946	-1.0	-1.0
Cell_9947	-1.0	-1.0
Cell_9948	-1.0	-1.0
Cell_9949	-1.0	-1.0
Cell_9950	-1.0	-1.0
Cell_9951	-1.0	-1.0
Cell_9952	-1.0	-1.0
Cell_9953	-1.0	-1.0
Cell_9954	-1.0	-1.0
Cell_9955	-1.0	-1.0
Cell_9956	-1.0	-1.0
Cell_9957	-1.0	-1.0
Cell_9958	-1.0	-1.0
Cell_9959	-1.0	-1.0
Cell_9960	-1.0	-1.0
Cell_9961	-1.0	-1.0
Cell_9962	-1.0	-1.0
Cell_9963	-1.0	-1.0
Cell_9964	-1.0	-1.0
Cell_9965	-1.0	-1.0
Cell_9966	-1.0	-1.0
Cell_9967	-1.0	-1.0
Cell_9968	-1.0	-1.0
Cell_9969	-1.0	-1.0
Cell_9970	-1.0	-1.0
Cell_9971	-1.0	-1.0
Cell_9972	-1.0	-1.0
Cell_9973	-1.0	-1.0
Cell_9974	-1.0	-1.0
Cell_9975	-1.0	-1.0
Cell_9976	-1.0	-1.0
Cell_9977	-1.0	-1.0
Cell_9978	-1.0	-1.0
Cell_9979	-1.0	-1.0
Cell_9980	-1.0	-1.0
Cell_9981	-1.0	-1.0
Cell_9982	-1.0	-1.0
Cell_9983	-1.0	-1.0
Cell_9984	-1.0	-1.0
Cell_9985	-1.0	-1.0
Cell_9986	-1.0	-1.0
Cell_9987	-1.0	-1.0
Cell_9988	-1.0	-1.0
Cell_9989	-1.0	-1.0
Cell_9990	-1.0	-1.0
Cell_9991	-1.0	-1.0
Cell_9992	-1.0	-1.0
Cell_9993	-1.0	-1.0
Cell_9994	-1.0	-1.0
Cell_9995	-1.0	-1.0
Cell_9996	-1.0	-1.0
Cell_9997	-1.0	-1.0
Cell_9998	-1.0	-1.0
Cell_9999	-1.0	-1.0
Cell_10000	-1.0	-1.0
Cell_10001	-1.0	-1.0
Cell_10002	-1.0	-1.0
Cell_10003	-1.0	-1.0
Cell_10004	-1.0	-1.0
Cell_10005	-1.0	-1.0
Cell_10006	-1.0	-1.0
Cell_10007	-1.0	-1.0
Cell_10008	-1.0	-1.0
Cell_10009	-1.0	-1.0
Cell_10010	-1.0	-1.0
Cell_10011	-1.0	-1.0
Cell_10012	-1.0	-1.0
Cell_10013	-1.0	-1.0
Cell_10014	-1.0	-1.0
Cell_10015	-1.0	-1.0
Cell_10016	-1.0	-1.0
Cell_10017	-1.0	-1.0
Cell_10018	-1.0	-1.0
Cell_10019	-1.0	-1.0
Cell_10020	-1.0	-1.0
Cell_10021	-1.0	-1.0
Cell_10022	-1.0	-1.0
Cell_10023	-1.0	-1.0
Cell_10024	-1.0	-1.0
Cell_10025	-1.0	-1.0
Cell_10026	-1.0	-1.0
Cell_10027	-1.0	-1.0
Cell_10028	-1.0	-1.0
Cell_10029	-1.0	-1.0
Cell_10030	-1.0	-1.0
Cell_10031	-1.0	-1.0
Cell_10032	-1.0	-1.0
Cell_10033	-1.0	-1.0
Cell_10034	-1.0	-1.0
Cell_10035	-1.0	-1.0
Cell_10036	-1.0	-1.0
Cell_10037	-1.0	-1.0
Cell_10038	-1.0	-1.0
Cell_10039	-1.0	-1.0
Cell_10040	-1.0	-1.0
Cell_10041	-1.0	-1.0
Cell_10042	-1.0	-1.0
Cell_10043	-1.0	-1.0
Cell_10044	-1.0	-1.0
Cell_10045	-1.0	-1.0
Cell_10046	-1.0	-1.0
Cell_10047	-1.0	-1.0
Cell_10048	-1.0	-1.0
Cell_10049	-1.0	-1.0
Cell_10050	-1.0	-1.0
Cell_10051	-1.0	-1.0
Cell_10052	-1.0	-1.0
Cell_10053	-1.0	-1.0
Cell_10054	-1.0	-1.0
Cell_10055	-1.0	-1.0
Cell_10056	-1.0	-1.0
Cell_10057	-1.0	-1.0
Cell_10058	-1.0	-1.0
Cell_10059	-1.0	-1.0
Cell_10060	-1.0	-1.0
Cell_10061	-1.0	-1.0
Cell_10062	-1.0	-1.0
Cell_10063	-1.0	-1.0
Cell_10064	-1.0	-1.0
Cell_10065	-1.0	-1.0
Cell_10066	-1.0	-1.0
Cell_10067	-1.0	-1.0
Cell_10068	-1.0	-1.0
Cell_10069	-1.0	-1.0
Cell_10070	-1.0	-1.0
Cell_10071	-1.0	-1.0
Cell_10072	-1.0	-1.0
Cell_10073	-1.0	-1.0
Cell_10074	-1.0	-1.0
Cell_10075	-1.0	-1.0
Cell_10076	-1.0	-1.0
Cell_10077	-1.0	-1.0
Cell_10078	-1.0	-1.0
Cell_10079	-1.0	-1.0
Cell_10080	-1.0	-1.0
Cell_10081	-1.0	-1.0
Cell_10082	-1.0	-1.0
Cell_10083	-1.0	-1.0
Cell_10084	-1.0	-1.0
Cell_10085	-1.0	-1.0
Cell_10086	-1.0	-1.0
Cell_10087	-1.0	-1.0
Cell_10088	-1.0	-1.0
Cell_10089	-1.0	-1.0
Cell_10090	-1.0	-1.0
Cell_10091	-1.0	-1.0
Cell_10092	-1.0	-1.0
Cell_10093	-1.0	-1.0
Cell_10094	-1.0	-1.0
Cell_10095	-1.0	-1.0
Cell_10096	-1.0	-1.0
Cell_10097	-1.0	-1.0
Cell_10098	-1.0	-1.0
Cell_10099	-1.0	-1.0
Cell_10100	-1.0	-1.0
Cell_10101	-1.0	-1.0
Cell_10102	-1.0	-1.0
Cell_10103	-1.0	-1.0
Cell_10104	-1.0	-1.0
Cell_10105	-1.0	-1.0
Cell_10106	-1.0	-1.0
Cell_10107	-1.0	-1.0
Cell_10108	-1.0	-1.0
Cell_10109	-1.0	-1.0
Cell_10110	-1.0	-1.0
Cell_10111	-1.0	-1.0
Cell_10112	-1.0	-1.0
Cell_10113	-1.0	-1.0
Cell_10114	-1.0	-1.0
Cell_10115	-1.0	-1.0
Cell_10116	-1.0	-1.0
Cell_10117	-1.0	-1.0
Cell_10118	-1.0	-1.0
Cell_10119	-1.0	-1.0
Cell_10120	-1.0	-1.0
Cell_10121	-1.0	-1.0
Cell_10122	-1.0	-1.0
Cell_10123	-1.0	-1.0
Cell_10124	-1.0	-1.0
Cell_10125	-1.0	-1.0
Cell_10126	-1.0	-1.0
Cell_10127	-1.0	-1.0
Cell_10128	-1.0	-1.0
Cell_10129	-1.0	-1.0
Cell_10130	-1.0	-1.0
Cell_10131	-1.0	-1.0
Cell_10132	-1.0	-1.0
Cell_10133	-1.0	-1.0
Cell_10134	-1.0	-1.0
Cell_10135	-1.0	-1.0
Cell_10136	-1.0	-1.0
Cell_10137	-1.0	-1.0
Cell_10138	-1.0	-1.0
Cell_10139	-1.0	-1.0
Cell_10140	-1.0	-1.0
Cell_10141	-1.0	-1.0
Cell_10142	-1.0	-1.0
Cell_10143	-1.0	-1.0
Cell_10144	-1.0	-1.0
Cell_10145	-1.0	-1.0
Cell_10146	-1.0	-1.0
Cell_10147	-1.0	-1.0
Cell_10148	-1.0	-1.0
Cell_10149	-1.0	-1.0
Cell_10150	-1.0	-1.0
Cell_10151	-1.0	-1.0
Cell_10152	-1.0	-1.0
Cell_10153	-1.0	-1.0
Cell_10154	-1.0	-1.0
Cell_10155	-1.0	-1.0
Cell_10156	-1.0	-1.0
Cell_10157	-1.0	-1.0
Cell_10158	-1.0	-1.0
Cell_10159	-1.0	-1.0
Cell_10160	-1.0	-1.0
Cell_10161	-1.0	-1.0
Cell_10162	-1.0	-1.0
Cell_10163	-1.0	-1.0
Cell_10164	-1.0	-1.0
Cell_10165	-1.0	-1.0
Cell_10166	-1.0	-1.0
Cell_10167	-1.0	-1.0
Cell_10168	-1.0	-1.0
Cell_10169	-1.0	-1.0
Cell_10170	-1.0	-1.0
Cell_10171	-1.0	-1.0
Cell_10172	-1.0	-1.0
Cell_10173	-1.0	-1.0
Cell_10174	-1.0	-1.0
Cell_10175	-1.0	-1.0
Cell_10176	-1.0	-1.0
Cell_10177	-1.0	-1.0
Cell_10178	-1.0	-1.0
Cell_10179	-1.0	-1.0
Cell_10180	-1.0	-1.0
Cell_10181	-1.0	-1.0
Cell_10182	-1.0	-1.0
Cell_10183	-1.0	-1.0
Cell_10184	-1.0	-1.0
Cell_10185	-1.0	-1.0
Cell_10186	-1.0	-1.0
Cell_10187	-1.0	-1.0
Cell_10188	-1.0	-1.0
Cell_10189	-1.0	-1.0
Cell_10190	-1.0	-1.0
Cell_10191	-1.0	-1.0
Cell_10192	-1.0	-1.0
Cell_10193	-1.0	-1.0
Cell_10194	-1.0	-1.0
Cell_10195	-1.0	-1.0
Cell_10196	-1.0	-1.0
Cell_10197	-1.0	-1.0
Cell_10198	-1.0	-1.0
Cell_10199	-1.0	-1.0
Cell_10200	-1.0	-1.0
Cell_10201	-1.0	-1.0
Cell_10202	-1.0	-1.0
Cell_10203	-1.0	-1.0
Cell_10204	-1.0	-1.0
Cell_10205	-1.0	-1.0
Cell_10206	-1.0	-1.0
Cell_10207	-1.0	-1.0
Cell_10208	-1.0	-1.0
Cell_10209	-1.0	-1.0
Cell_10210	-1.0	-1.0
Cell_10211	-1.0	-1.0
Cell_10212	-1.0	-1.0
Cell_10213	-1.0	-1.0
Cell_10214	-1.0	-1.0
Cell_10215	-1.0	-1.0
Cell_10216	-1.0	-1.0
Cell_10217	-1.0	-1.0
Cell_10218	-1.0	-1.0
Cell_10219	-1.0	-1.0
Cell_10220	-1.0	-1.0
Cell_10221	-1.0	-1.0
Cell_10222	-1.0	-1.0
Cell_10223	-1.0	-1.0
Cell_10224	-1.0	-1.0
Cell_10225	-1.0	-1.0
Cell_10226	-1.0	-1.0
Cell_10227	-1.0	-1.0
Cell_10228	-1.0	-1.0
Cell_10229	-1.0	-1.0
Cell_10230	-1.0	-1.0
Cell_10231	-1.0	-1.0
Cell_10232	-1.0	-1.0
Cell_10233	-1.0	-1.0
Cell_10234	-1.0	-1.0
Cell_10235	-1.0	-1.0
Cell_10236	-1.0	-1.0
Cell_10237	-1.0	-1.0
Cell_10238	-1.0	-1.0
Cell_10239	-1.0	-1.0
Cell_10240	-1.0	-1.0
Cell_10241	-1.0	-1.0
Cell_10242	-1.0	-1.0
Cell_10243	-1.0	-1.0
Cell_10244	-1.0	-1.0
Cell_10245	-1.0	-1.0
Cell_10246	-1.0	-1.0
Cell_10247	-1.0	-1.0
Cell_10248	-1.0	-1.0
Cell_10249	-1.0	-1.0
Cell_10250	-1.0	-1.0
Cell_10251	-1.0	-1.0
Cell_10252	-1.0	-1.0
Cell_10253	-1.0	-1.0
Cell_10254	-1.0	-1.0
Cell_10255	-1.0	-1.0
Cell_10256	-1.0	-1.0
Cell_10257	-1.0	-1.0
Cell_10258	-1.0	-1.0
Cell_10259	-1.0	-1.0
Cell_10260	-1.0	-1.0
Cell_10261	-1.0	-1.0
Cell_10262	-1.0	-1.0
Cell_10263	-1.0	-1.0
Cell_10264	-1.0	-1.0
Cell_10265	-1.0	-1.0
Cell_10266	-1.0	-1.0
Cell_10267	-1.0	-1.0
Cell_10268	-1.0	-1.0
Cell_10269	-1.0	-1.0
Cell_10270	-1.0	-1.0
Cell_10271	-1.0	-1.0
Cell_10272	-1.0	-1.0
Cell_10273	-1.0	-1.0
Cell_10274	-1.0	-1.0
Cell_10275	-1.0	-1.0
Cell_10276	-1.0	-1.0
Cell_10277	-1.0	-1.0
Cell_10278	-1.0	-1.0
Cell_10279	-1.0	-1.0
Cell_10280	-1.0	-1.0
Cell_10281	-1.0	-1.0
Cell_10282	-1.0	-1.0
Cell_10283	-1.0	-1.0
Cell_10284	-1.0	-1.0
Cell_10285	-1.0	-1.0
Cell_10286	-1.0	-1.0
Cell_10287	-1.0	-1.0
Cell_10288	-1.0	-1.0
Cell_10289	-1.0	-1.0
Cell_10290	-1.0	-1.0
Cell_10291	-1.0	-1.0
Cell_10292	-1.0	-1.0
Cell_10293	-1.0	-1.0
Cell_10294	-1.0	-1.0
Cell_10295	-1.0	-1.0
Cell_10296	-1.0	-1.0
Cell_10297	-1.0	-1.0
Cell_10298	-1.0	-1.0
Cell_10299	-1.0	-1.0
Cell_10300	-1.0	-1.0
Cell_10301	-1.0	-1.0
Cell_10302	-1.0	-1.0
Cell_10303	-1.0	-1.0
Cell_10304	-1.0	-1.0
Cell_10305	-1.0	-1.0
Cell_10306	-1.0	-1.0
Cell_10307	-1.0	-1.0
Cell_10308	-1.0	-1.0
Cell_10309	-1.0	-1.0
Cell_10310	-1.0	-1.0
Cell_10311	-1.0	-1.0
Cell_10312	-1.0	-1.0
Cell_10313	-1.0	-1.0
Cell_10314	-1.0	-1.0
Cell_10315	-1.0	-1.0
Cell_10316	-1.0	-1.0
Cell_10317	-1.0	-1.0
Cell_10318	-1.0	-1.0
Cell_10319	-1.0	-1.0
Cell_10320	-1.0	-1.0
Cell_10321	-1.0	-1.0
Cell_10322	-1.0	-1.0
Cell_10323	-1.0	-1.0
Cell_10324	-1.0	-1.0
Cell_10325	-1.0	-1.0
Cell_10326	-1.0	-1.0
Cell_10327	-1.0	-1.0
Cell_10328	-1.0	-1.0
Cell_10329	-1.0	-1.0
Cell_10330	-1.0	-1.0
Cell_10331	-1.0	-1.0
Cell_10332	-1.0	-1.0
Cell_10333	-1.0	-1.0
Cell_10334	-1.0	-1.0
Cell_10335	-1.0	-1.0
Cell_10336	-1.0	-1.0
Cell_10337	-1.0	-1.0
Cell_10338	-1.0	-1.0
Cell_10339	-1.0	-1.0
Cell_10340	-1.0	-1.0
Cell_10341	-1.0	-1.0
Cell_10342	-1.0	-1.0
Cell_10343	-1.0	-1.0
Cell_10344	-1.0	-1.0
Cell_10345	-1.0	-1.0
Cell_10346	-1.0	-1.0
Cell_10347	-1.0	-1.0
Cell_10348	-1.0	-1.0
Cell_10349	-1.0	-1.0
Cell_10350	-1.0	-1.0
Cell_10351	-1.0	-1.0
Cell_10352	-1.0	-1.0
Cell_10353	-1.0	-1.0
Cell_10354	-1.0	-1.0
Cell_10355	-1.0	-1.0
Cell_10356	-1.0	-1.0
Cell_10357	-1.0	-1.0
Cell_10358	-1.0	-1.0
Cell_10359	-1.0	-1.0
Cell_10360	-1.0	-1.0
Cell_10361	-1.0	-1.0
Cell_10362	-1.0	-1.0
Cell_10363	-1.0	-1.0
Cell_10364	-1.0	-1.0
Cell_10365	-1.0	-1.0
Cell_10366	-1.0	-1.0
Cell_10367	-1.0	-1.0
Cell_10368	-1.0	-1.0
Cell_10369	-1.0	-1.0
Cell_10370	-1.0	-1.0
Cell_10371	-1.0	-1.0
Cell_10372	-1.0	-1.0
Cell_10373	-1.0	-1.0
Cell_10374	-1.0	-1.0
Cell_10375	-1.0	-1.0
Cell_10376	-1.0	-1.0
Cell_10377	-1.0	-1.0
Cell_10378	-1.0	-1.0
Cell_10379	-1.0	-1.0
Cell_10380	-1.0	-1.0
Cell_10381	-1.0	-1.0
Cell_10382	-1.0	-1.0
Cell_10383	-1.0	-1.0
Cell_10384	-1.0	-1.0
Cell_10385	-1.0	-1.0
Cell_10386	-1.0	-1.0
Cell_10387	-1.0	-1.0
Cell_10388	-1.0	-1.0
Cell_10389	-1.0	-1.0
Cell_10390	-1.0	-1.0
Cell_10391	-1.0	-1.0
Cell_10392	-1.0	-1.0
Cell_10393	-1.0	-1.0
Cell_10394	-1.0	-1.0
Cell_10395	-1.0	-1.0
Cell_10396	-1.0	-1.0
Cell_10397	-1.0	-1.0
Cell_10398	-1.0	-1.0
Cell_10399	-1.0	-1.0
Cell_10400	-1.0	-1.0
Cell_10401	-1.0	-1.0
Cell_10402	-1.0	-1.0
Cell_10403	-1.0	-1.0
Cell_10404	-1.0	-1.0
Cell_10405	-1.0	-1.0
Cell_10406	-1.0	-1.0
Cell_10407	-1.0	-1.0
Cell_10408	-1.0	-1.0
Cell_10409	-1.0	-1.0
Cell_10410	-1.0	-1.0
Cell_10411	-1.0	-1.0
Cell_10412	-1.0	-1.0
Cell_10413	-1.0	-1.0
Cell_10414	-1.0	-1.0
Cell_10415	-1.0	-1.0
Cell_10416	-1.0	-1.0
Cell_10417	-1.0	-1.0
Cell_10418	-1.0	-1.0
Cell_10419	-1.0	-1.0
Cell_10420	-1.0	-1.0
Cell_10421	-1.0	-1.0
Cell_10422	-1.0	-1.0
Cell_10423	-1.0	-1.0
Cell_10424	-1.0	-1.0
Cell_10425	-1.0	-1.0
Cell_10426	-1.0	-1.0
Cell_10427	-1.0	-1.0
Cell_10428	-1.0	-1.0
Cell_10429	-1.0	-1.0
Cell_10430	-1.0	-1.0
Cell_10431	-1.0	-1.0
Cell_10432	-1.0	-1.0
Cell_10433	-1.0	-1.0
Cell_10434	-1.0	-1.0
Cell_10435	-1.0	-1.0
Cell_10436	-1.0	-1.0
Cell_10437	-1.0	-1.0
Cell_10438	-1.0	-1.0
Cell_10439	-1.0	-1.0
Cell_10440	-1.0	-1.0
Cell_10441	-1.0	-1.0
Cell_10442	-1.0	-1.0
Cell_10443	-1.0	-1.0
Cell_10444	-1.0	-1.0
Cell_10445	-1.0	-1.0
Cell_10446	-1.0	-1.0
Cell_10447	-1.0	-1.0
Cell_10448	-1.0	-1.0
Cell_10449	-1.0	-1.0
Cell_10450	-1.0	-1.0
Cell_10451	-1.0	-1.0
Cell_10452	-1.0	-1.0
Cell_10453	-1.0	-1.0
Cell_10454	-1.0	-1.0
Cell_10455	-1.0	-1.0
Cell_10456	-1.0	-1.0
Cell_10457	-1.0	-1.0
Cell_10458	-1.0	-1.0
Cell_10459	-1.0	-1.0
Cell_10460	-1.0	-1.0
Cell_10461	-1.0	-1.0
Cell_10462	-1.0	-1.0
Cell_10463	-1.0	-1.0
Cell_10464	-1.0	-1.0
Cell_10465	-1.0	-1.0
Cell_10466	-1.0	-1.0
Cell_10467	-1.0	-1.0
Cell_10468	-1.0	-1.0
Cell_10469	-1.0	-1.0
Cell_10470	-1.0	-1.0
Cell_10471	-1.0	-1.0
Cell_10472	-1.0	-1.0
Cell_10473	-1.0	-1.0
Cell_10474	-1.0	-1.0
Cell_10475	-1.0	-1.0
Cell_10476	-1.0	-1.0
Cell_10477	-1.0	-1.0
Cell_10478	-1.0	-1.0
Cell_10479	-1.0	-1.0
Cell_10480	-1.0	-1.0
Cell_10481	-1.0	-1.0
Cell_10482	-1.0	-1.0
Cell_10483	-1.0	-1.0
Cell_10484	-1.0	-1.0
Cell_10485	-1.0	-1.0
Cell_10486	-1.0	-1.0
Cell_10487	-1.0	-1.0
Cell_10488	-1.0	-1.0
Cell_10489	-1.0	-1.0
Cell_10490	-1.0	-1.0
Cell_10491	-1.0	-1.0
Cell_10492	-1.0	-1.0
Cell_10493	-1.0	-1.0
Cell_10494	-1.0	-1.0
Cell_10495	-1.0	-1.0
Cell_10496	-1.0	-1.0
Cell_10497	-1.0	-1.0
Cell_10498	-1.0	-1.0
Cell_10499	-1.0	-1.0
Cell_10500	-1.0	-1.0
Cell_10501	-1.0	-1.0
Cell_10502	-1.0	-1.0
Cell_10503	-1.0	-1.0
Cell_10504	-1.0	-1.0
Cell_10505	-1.0	-1.0
Cell_10506	-1.0	-1.0
Cell_10507	-1.0	-1.0
Cell_10508	-1.0	-1.0
Cell_10509	-1.0	-1.0
Cell_10510	-1.0	-1.0
Cell_10511	-1.0	-1.0
Cell_10512	-1.0	-1.0
Cell_10513	-1.0	-1.0
Cell_10514	-1.0	-1.0
Cell_10515	-1.0	-1.0
Cell_10516	-1.0	-1.0
Cell_10517	-1.0	-1.0
Cell_10518	-1.0	-1.0
Cell_10519	-1.0	-1.0
Cell_10520	-1.0	-1.0
Cell_10521	-1.0	-1.0
Cell_10522	-1.0	-1.0
Cell_10523	-1.0	-1.0
Cell_10524	-1.0	-1.0
Cell_10525	-1.0	-1.0
Cell_10526	-1.0	-1.0
Cell_10527	-1.0	-1.0
Cell_10528	-1.0	-1.0
Cell_10529	-1.0	-1.0
Cell_10530	-1.0	-1.0
Cell_10531	-1.0	-1.0
Cell_10532	-1.0	-1.0
Cell_10533	-1.0	-1.0
Cell_10534	-1.0	-1.0
Cell_10535	-1.0	-1.0
Cell_10536	-1.0	-1.0
Cell_10537	-1.0	-1.0
Cell_10538	-1.0	-1.0
Cell_10539	-1.0	-1.0
Cell_10540	-1.0	-1.0
Cell_10541	-1.0	-1.0
Cell_10542	-1.0	-1.0
Cell_10543	-1.0	-1.0
Cell_10544	-1.0	-1.0
Cell_10545	-1.0	-1.0
Cell_10546	-1.0	-1.0
Cell_10547	-1.0	-1.0
Cell_10548	-1.0	-1.0
Cell_10549	-1.0	-1.0
Cell_10550	-1.0	-1.0
Cell_10551	-1.0	-1.0
Cell_10552	-1.0	-1.0
Cell_10553	-1.0	-1.0
Cell_10554	-1.0	-1.0
Cell_10555	-1.0	-1.0
Cell_10556	-1.0	-1.0
Cell_10557	-1.0	-1.0
Cell_10558	-1.0	-1.0
Cell_10559	-1.0	-1.0
Cell_10560	-1.0	-1.0
Cell_10561	-1.0	-1.0
Cell_10562	-1.0	-1.0
Cell_10563	-1.0	-1.0
Cell_10564	-1.0	-1.0
Cell_10565	-1.0	-1.0
Cell_10566	-1.0	-1.0
Cell_10567	-1.0	-1.0
Cell_10568	-1.0	-1.0
Cell_10569	-1.0	-1.0
Cell_10570	-1.0	-1.0
Cell_10571	-1.0	-1.0
Cell_10572	-1.0	-1.0
Cell_10573	-1.0	-1.0
Cell_10574	-1.0	-1.0
Cell_10575	-1.0	-1.0
Cell_10576	-1.0	-1.0
Cell_10577	-1.0	-1.0
Cell_10578	-1.0	-1.0
Cell_10579	-1.0	-1.0
Cell_10580	-1.0	-1.0
Cell_10581	-1.0	-1.0
Cell_10582	-1.0	-1.0
Cell_10583	-1.0	-1.0
Cell_10584	-1.0	-1.0
Cell_10585	-1.0	-1.0
