	x	y	cluster
Cell_4342	167.0	141.0	2.0
Cell_4343	168.0	139.0	2.0
Cell_4344	166.0	140.0	2.0
Cell_4345	165.0	139.0	2.0
Cell_4346	164.0	139.0	2.0
Cell_4347	166.0	137.0	2.0
Cell_4348	166.0	134.0	2.0
Cell_4349	168.0	133.0	2.0
Cell_4350	166.0	130.0	2.0
Cell_4351	166.0	131.0	2.0
Cell_4352	164.0	140.0	2.0
Cell_4353	165.0	140.0	2.0
Cell_4354	168.0	141.0	2.0
Cell_4355	167.0	140.0	2.0
Cell_4356	167.0	138.0	2.0
Cell_4357	159.0	146.0	2.0
Cell_4358	166.0	148.0	2.0
Cell_4359	163.0	147.0	2.0
Cell_4360	166.0	146.0	2.0
Cell_4361	169.0	145.0	2.0
Cell_4362	173.0	145.0	2.0
Cell_4363	172.0	143.0	2.0
Cell_4364	171.0	143.0	2.0
Cell_4365	171.0	145.0	2.0
Cell_4366	165.0	142.0	2.0
Cell_4367	165.0	141.0	2.0
Cell_4368	164.0	142.0	2.0
Cell_4369	166.0	142.0	2.0
Cell_4370	166.0	141.0	2.0
Cell_4371	158.0	146.0	2.0
Cell_4372	158.0	145.0	2.0
Cell_4373	159.0	143.0	2.0
Cell_4374	161.0	145.0	2.0
Cell_4375	163.0	145.0	2.0
Cell_4376	165.0	143.0	2.0
Cell_4377	163.0	146.0	2.0
Cell_4378	161.0	144.0	2.0
Cell_4379	158.0	143.0	2.0
Cell_4380	160.0	143.0	2.0
Cell_4381	160.0	144.0	2.0
Cell_4382	164.0	138.0	2.0
Cell_4383	165.0	136.0	2.0
Cell_4384	164.0	136.0	2.0
Cell_4385	164.0	135.0	2.0
Cell_4386	164.0	134.0	2.0
Cell_4387	165.0	134.0	2.0
Cell_4388	163.0	137.0	2.0
Cell_4389	163.0	133.0	2.0
Cell_4390	163.0	132.0	2.0
Cell_4391	163.0	139.0	2.0
Cell_4392	169.0	140.0	2.0
Cell_4393	173.0	140.0	2.0
Cell_4394	171.0	139.0	2.0
Cell_4395	170.0	143.0	2.0
Cell_4396	173.0	142.0	2.0
Cell_4397	160.0	138.0	2.0
Cell_4398	162.0	138.0	2.0
Cell_4399	162.0	135.0	2.0
Cell_4400	164.0	137.0	2.0
Cell_4401	163.0	135.0	2.0
Cell_4402	160.0	137.0	2.0
Cell_4403	160.0	135.0	2.0
Cell_4404	162.0	131.0	2.0
Cell_4405	162.0	129.0	2.0
Cell_4406	162.0	127.0	2.0
Cell_4407	160.0	133.0	2.0
Cell_4408	160.0	131.0	2.0
Cell_4409	160.0	129.0	2.0
Cell_4410	160.0	127.0	2.0
Cell_4411	160.0	126.0	2.0
Cell_4412	160.0	128.0	2.0
Cell_4413	163.0	122.0	2.0
Cell_4414	160.0	142.0	2.0
Cell_4415	160.0	140.0	2.0
Cell_4416	162.0	140.0	2.0
Cell_4417	160.0	139.0	2.0
Cell_4418	158.0	139.0	2.0
Cell_4419	156.0	143.0	2.0
Cell_4420	156.0	142.0	2.0
Cell_4421	156.0	141.0	2.0
Cell_4422	158.0	141.0	2.0
Cell_4423	160.0	141.0	2.0
Cell_4424	154.0	141.0	2.0
Cell_4425	156.0	140.0	2.0
Cell_4426	157.0	140.0	2.0
Cell_4427	157.0	139.0	2.0
Cell_4428	158.0	140.0	2.0
Cell_4429	156.0	148.0	2.0
Cell_4430	158.0	149.0	2.0
Cell_4431	158.0	147.0	2.0
Cell_4432	160.0	150.0	2.0
Cell_4433	165.0	149.0	2.0
Cell_4434	167.0	149.0	2.0
Cell_4435	170.0	149.0	2.0
Cell_4436	165.0	150.0	2.0
Cell_4437	166.0	149.0	2.0
Cell_4438	164.0	149.0	2.0
Cell_4439	161.0	146.0	2.0
Cell_4440	168.0	144.0	2.0
Cell_4441	170.0	144.0	2.0
Cell_4442	170.0	146.0	2.0
Cell_4443	166.0	144.0	2.0
Cell_4444	167.0	144.0	2.0
Cell_4445	169.0	143.0	2.0
Cell_4446	169.0	144.0	2.0
Cell_4447	169.0	148.0	2.0
Cell_4448	169.0	146.0	2.0
Cell_4449	169.0	149.0	2.0
Cell_4450	169.0	147.0	2.0
Cell_4451	173.0	148.0	2.0
Cell_4452	167.0	143.0	2.0
Cell_4453	167.0	142.0	2.0
Cell_4454	171.0	142.0	2.0
Cell_4455	171.0	141.0	2.0
Cell_4456	171.0	140.0	2.0
Cell_4457	167.0	139.0	2.0
Cell_4458	172.0	139.0	2.0
Cell_4459	169.0	141.0	2.0
Cell_4460	169.0	139.0	2.0
Cell_4461	170.0	137.0	2.0
Cell_4462	170.0	136.0	2.0
Cell_4463	169.0	132.0	2.0
Cell_4464	162.0	144.0	2.0
Cell_4465	158.0	148.0	2.0
Cell_4466	160.0	148.0	2.0
Cell_4467	160.0	149.0	2.0
Cell_4468	158.0	150.0	2.0
Cell_4469	160.0	151.0	2.0
Cell_4470	162.0	151.0	2.0
Cell_4471	162.0	149.0	2.0
Cell_4472	162.0	152.0	2.0
Cell_4473	166.0	151.0	2.0
Cell_4474	169.0	152.0	2.0
Cell_4475	171.0	152.0	2.0
Cell_4476	173.0	152.0	2.0
Cell_4477	173.0	150.0	2.0
Cell_4478	170.0	150.0	2.0
Cell_4479	172.0	148.0	2.0
Cell_4480	174.0	148.0	2.0
Cell_4481	164.0	151.0	2.0
Cell_4482	153.0	145.0	2.0
Cell_4483	153.0	144.0	2.0
Cell_4484	155.0	145.0	2.0
Cell_4485	155.0	146.0	2.0
Cell_4486	153.0	147.0	2.0
Cell_4487	153.0	146.0	2.0
Cell_4488	157.0	151.0	2.0
Cell_4489	156.0	149.0	2.0
Cell_4490	156.0	147.0	2.0
Cell_4491	152.0	148.0	2.0
Cell_4492	155.0	147.0	2.0
Cell_4493	157.0	143.0	2.0
Cell_4494	159.0	142.0	2.0
Cell_4495	159.0	141.0	2.0
Cell_4496	160.0	136.0	2.0
Cell_4497	159.0	136.0	2.0
Cell_4498	159.0	134.0	2.0
Cell_4499	161.0	135.0	2.0
Cell_4500	161.0	133.0	2.0
Cell_4501	162.0	132.0	2.0
Cell_4502	162.0	130.0	2.0
Cell_4503	165.0	132.0	2.0
Cell_4504	165.0	131.0	2.0
Cell_4505	164.0	127.0	2.0
Cell_4506	164.0	129.0	2.0
Cell_4507	162.0	121.0	2.0
Cell_4508	159.0	140.0	2.0
Cell_4509	155.0	133.0	2.0
Cell_4510	153.0	133.0	2.0
Cell_4511	155.0	125.0	2.0
Cell_4512	155.0	124.0	2.0
Cell_4513	155.0	122.0	2.0
Cell_4514	155.0	132.0	2.0
Cell_4515	155.0	130.0	2.0
Cell_4516	155.0	128.0	2.0
Cell_4517	155.0	126.0	2.0
Cell_4518	158.0	131.0	2.0
Cell_4519	158.0	129.0	2.0
Cell_4520	160.0	132.0	2.0
Cell_4521	158.0	130.0	2.0
Cell_4522	159.0	130.0	2.0
Cell_4523	160.0	125.0	2.0
Cell_4524	159.0	126.0	2.0
Cell_4525	159.0	125.0	2.0
Cell_4526	156.0	124.0	2.0
Cell_4527	154.0	126.0	2.0
Cell_4528	157.0	127.0	2.0
Cell_4529	157.0	126.0	2.0
Cell_4530	157.0	124.0	2.0
Cell_4531	158.0	124.0	2.0
Cell_4532	156.0	125.0	2.0
Cell_4533	156.0	126.0	2.0
Cell_4534	156.0	123.0	2.0
Cell_4535	156.0	122.0	2.0
Cell_4536	158.0	128.0	2.0
Cell_4537	158.0	123.0	2.0
Cell_4538	161.0	126.0	2.0
Cell_4539	158.0	127.0	2.0
Cell_4540	158.0	125.0	2.0
Cell_4541	158.0	121.0	2.0
Cell_4542	159.0	129.0	2.0
Cell_4543	159.0	128.0	2.0
Cell_4544	159.0	127.0	2.0
Cell_4545	159.0	131.0	2.0
Cell_4546	161.0	129.0	2.0
Cell_4547	161.0	128.0	2.0
Cell_4548	163.0	127.0	2.0
Cell_4549	162.0	124.0	2.0
Cell_4550	159.0	123.0	2.0
Cell_4551	159.0	122.0	2.0
Cell_4552	159.0	117.0	2.0
Cell_4553	157.0	131.0	2.0
Cell_4554	157.0	132.0	2.0
Cell_4555	156.0	130.0	2.0
Cell_4556	156.0	128.0	2.0
Cell_4557	155.0	129.0	2.0
Cell_4558	157.0	125.0	2.0
Cell_4559	155.0	123.0	2.0
Cell_4560	157.0	122.0	2.0
Cell_4561	158.0	122.0	2.0
Cell_4562	155.0	121.0	2.0
Cell_4563	157.0	118.0	2.0
Cell_4564	157.0	119.0	2.0
Cell_4565	157.0	120.0	2.0
Cell_4566	147.0	161.0	2.0
Cell_4567	145.0	162.0	2.0
Cell_4568	145.0	160.0	2.0
Cell_4569	145.0	164.0	2.0
Cell_4570	143.0	164.0	2.0
Cell_4571	148.0	160.0	2.0
Cell_4572	147.0	162.0	2.0
Cell_4573	148.0	168.0	2.0
Cell_4574	146.0	168.0	2.0
Cell_4575	145.0	171.0	2.0
Cell_4576	148.0	170.0	2.0
Cell_4577	149.0	172.0	2.0
Cell_4578	145.0	170.0	2.0
Cell_4579	149.0	169.0	2.0
Cell_4580	145.0	167.0	2.0
Cell_4581	145.0	163.0	2.0
Cell_4582	145.0	165.0	2.0
Cell_4583	144.0	167.0	2.0
Cell_4584	142.0	166.0	2.0
Cell_4585	146.0	169.0	2.0
Cell_4586	146.0	171.0	2.0
Cell_4587	147.0	172.0	2.0
Cell_4588	148.0	171.0	2.0
Cell_4589	150.0	171.0	2.0
Cell_4590	150.0	173.0	2.0
Cell_4591	148.0	172.0	2.0
Cell_4592	148.0	177.0	2.0
Cell_4593	148.0	178.0	2.0
Cell_4594	147.0	175.0	2.0
Cell_4595	147.0	176.0	2.0
Cell_4596	146.0	174.0	2.0
Cell_4597	142.0	174.0	2.0
Cell_4598	140.0	176.0	2.0
Cell_4599	138.0	176.0	2.0
Cell_4600	146.0	176.0	2.0
Cell_4601	146.0	175.0	2.0
Cell_4602	147.0	184.0	2.0
Cell_4603	146.0	180.0	2.0
Cell_4604	146.0	181.0	2.0
Cell_4605	147.0	179.0	2.0
Cell_4606	147.0	181.0	2.0
Cell_4607	147.0	182.0	2.0
Cell_4608	150.0	181.0	2.0
Cell_4609	148.0	186.0	2.0
Cell_4610	148.0	187.0	2.0
Cell_4611	150.0	188.0	2.0
Cell_4612	149.0	190.0	2.0
Cell_4613	144.0	179.0	2.0
Cell_4614	145.0	184.0	2.0
Cell_4615	143.0	182.0	2.0
Cell_4616	145.0	177.0	2.0
Cell_4617	144.0	177.0	2.0
Cell_4618	144.0	181.0	2.0
Cell_4619	144.0	183.0	2.0
Cell_4620	145.0	182.0	2.0
Cell_4621	144.0	184.0	2.0
Cell_4622	144.0	186.0	2.0
Cell_4623	149.0	177.0	2.0
Cell_4624	147.0	177.0	2.0
Cell_4625	141.0	177.0	2.0
Cell_4626	141.0	179.0	2.0
Cell_4627	142.0	179.0	2.0
Cell_4628	141.0	182.0	2.0
Cell_4629	140.0	183.0	2.0
Cell_4630	138.0	183.0	2.0
Cell_4631	140.0	185.0	2.0
Cell_4632	140.0	187.0	2.0
Cell_4633	141.0	176.0	2.0
Cell_4634	139.0	176.0	2.0
Cell_4635	140.0	175.0	2.0
Cell_4636	138.0	175.0	2.0
Cell_4637	143.0	179.0	2.0
Cell_4638	143.0	180.0	2.0
Cell_4639	142.0	183.0	2.0
Cell_4640	141.0	183.0	2.0
Cell_4641	141.0	180.0	2.0
Cell_4642	142.0	180.0	2.0
Cell_4643	140.0	182.0	2.0
Cell_4644	140.0	184.0	2.0
Cell_4645	142.0	181.0	2.0
Cell_4646	143.0	181.0	2.0
Cell_4647	139.0	182.0	2.0
Cell_4648	147.0	178.0	2.0
Cell_4649	146.0	178.0	2.0
Cell_4650	138.0	182.0	2.0
Cell_4651	139.0	177.0	2.0
Cell_4652	137.0	177.0	2.0
Cell_4653	136.0	181.0	2.0
Cell_4654	132.0	180.0	2.0
Cell_4655	135.0	178.0	2.0
Cell_4656	133.0	177.0	2.0
Cell_4657	137.0	179.0	2.0
Cell_4658	134.0	178.0	2.0
Cell_4659	141.0	175.0	2.0
Cell_4660	140.0	177.0	2.0
Cell_4661	141.0	173.0	2.0
Cell_4662	141.0	171.0	2.0
Cell_4663	139.0	174.0	2.0
Cell_4664	138.0	174.0	2.0
Cell_4665	139.0	172.0	2.0
Cell_4666	144.0	175.0	2.0
Cell_4667	144.0	174.0	2.0
Cell_4668	144.0	176.0	2.0
Cell_4669	143.0	176.0	2.0
Cell_4670	142.0	176.0	2.0
Cell_4671	143.0	175.0	2.0
Cell_4672	143.0	177.0	2.0
Cell_4673	143.0	174.0	2.0
Cell_4674	138.0	177.0	2.0
Cell_4675	136.0	177.0	2.0
Cell_4676	136.0	176.0	2.0
Cell_4677	137.0	176.0	2.0
Cell_4678	138.0	179.0	2.0
Cell_4679	139.0	173.0	2.0
Cell_4680	139.0	175.0	2.0
Cell_4681	133.0	173.0	2.0
Cell_4682	136.0	173.0	2.0
Cell_4683	138.0	171.0	2.0
Cell_4684	140.0	174.0	2.0
Cell_4685	141.0	178.0	2.0
Cell_4686	140.0	179.0	2.0
Cell_4687	138.0	181.0	2.0
Cell_4688	135.0	179.0	2.0
Cell_4689	137.0	174.0	2.0
Cell_4690	138.0	172.0	2.0
Cell_4691	139.0	180.0	2.0
Cell_4692	139.0	179.0	2.0
Cell_4693	137.0	175.0	2.0
Cell_4694	136.0	175.0	2.0
Cell_4695	137.0	173.0	2.0
Cell_4696	138.0	173.0	2.0
Cell_4697	135.0	171.0	2.0
Cell_4698	135.0	170.0	2.0
Cell_4699	140.0	167.0	2.0
Cell_4700	150.0	167.0	2.0
Cell_4701	150.0	168.0	2.0
Cell_4702	151.0	170.0	2.0
Cell_4703	150.0	174.0	2.0
Cell_4704	147.0	173.0	2.0
Cell_4705	149.0	171.0	2.0
Cell_4706	149.0	175.0	2.0
Cell_4707	150.0	175.0	2.0
Cell_4708	151.0	177.0	2.0
Cell_4709	150.0	178.0	2.0
Cell_4710	150.0	177.0	2.0
Cell_4711	150.0	179.0	2.0
Cell_4712	146.0	179.0	2.0
Cell_4713	149.0	183.0	2.0
Cell_4714	148.0	184.0	2.0
Cell_4715	148.0	182.0	2.0
Cell_4716	148.0	183.0	2.0
Cell_4717	148.0	185.0	2.0
Cell_4718	148.0	181.0	2.0
Cell_4719	147.0	180.0	2.0
Cell_4720	146.0	184.0	2.0
Cell_4721	146.0	185.0	2.0
Cell_4722	146.0	182.0	2.0
Cell_4723	145.0	176.0	2.0
Cell_4724	143.0	178.0	2.0
Cell_4725	145.0	180.0	2.0
Cell_4726	144.0	178.0	2.0
Cell_4727	144.0	182.0	2.0
Cell_4728	145.0	179.0	2.0
Cell_4729	145.0	181.0	2.0
Cell_4730	145.0	183.0	2.0
Cell_4731	145.0	178.0	2.0
Cell_4732	148.0	173.0	2.0
Cell_4733	152.0	171.0	2.0
Cell_4734	154.0	169.0	2.0
Cell_4735	154.0	171.0	2.0
Cell_4736	155.0	169.0	2.0
Cell_4737	150.0	172.0	2.0
Cell_4738	152.0	172.0	2.0
Cell_4739	150.0	169.0	2.0
Cell_4740	148.0	169.0	2.0
Cell_4741	147.0	169.0	2.0
Cell_4742	146.0	170.0	2.0
Cell_4743	147.0	170.0	2.0
Cell_4744	147.0	171.0	2.0
Cell_4745	143.0	171.0	2.0
Cell_4746	154.0	176.0	2.0
Cell_4747	156.0	174.0	2.0
Cell_4748	156.0	176.0	2.0
Cell_4749	159.0	176.0	2.0
Cell_4750	154.0	172.0	2.0
Cell_4751	155.0	172.0	2.0
Cell_4752	155.0	174.0	2.0
Cell_4753	156.0	173.0	2.0
Cell_4754	157.0	173.0	2.0
Cell_4755	153.0	171.0	2.0
Cell_4756	153.0	173.0	2.0
Cell_4757	154.0	175.0	2.0
Cell_4758	156.0	171.0	2.0
Cell_4759	156.0	172.0	2.0
Cell_4760	157.0	174.0	2.0
Cell_4761	158.0	174.0	2.0
Cell_4762	158.0	172.0	2.0
Cell_4763	160.0	173.0	2.0
Cell_4764	161.0	172.0	2.0
Cell_4765	163.0	172.0	2.0
Cell_4766	157.0	179.0	2.0
Cell_4767	158.0	179.0	2.0
Cell_4768	153.0	175.0	2.0
Cell_4769	155.0	177.0	2.0
Cell_4770	155.0	179.0	2.0
Cell_4771	156.0	175.0	2.0
Cell_4772	157.0	175.0	2.0
Cell_4773	154.0	178.0	2.0
Cell_4774	155.0	185.0	2.0
Cell_4775	154.0	185.0	2.0
Cell_4776	155.0	182.0	2.0
Cell_4777	154.0	182.0	2.0
Cell_4778	155.0	184.0	2.0
Cell_4779	154.0	174.0	2.0
Cell_4780	152.0	174.0	2.0
Cell_4781	151.0	174.0	2.0
Cell_4782	153.0	174.0	2.0
Cell_4783	151.0	176.0	2.0
Cell_4784	152.0	176.0	2.0
Cell_4785	152.0	178.0	2.0
Cell_4786	153.0	176.0	2.0
Cell_4787	153.0	177.0	2.0
Cell_4788	154.0	179.0	2.0
Cell_4789	154.0	181.0	2.0
Cell_4790	158.0	181.0	2.0
Cell_4791	154.0	188.0	2.0
Cell_4792	153.0	178.0	2.0
Cell_4793	153.0	179.0	2.0
Cell_4794	151.0	175.0	2.0
Cell_4795	155.0	175.0	2.0
Cell_4796	155.0	176.0	2.0
Cell_4797	155.0	178.0	2.0
Cell_4798	155.0	180.0	2.0
Cell_4799	157.0	180.0	2.0
Cell_4800	159.0	180.0	2.0
Cell_4801	160.0	180.0	2.0
Cell_4802	152.0	173.0	2.0
Cell_4803	154.0	173.0	2.0
Cell_4804	152.0	175.0	2.0
Cell_4805	151.0	173.0	2.0
Cell_4806	154.0	177.0	2.0
Cell_4807	156.0	181.0	2.0
Cell_4808	156.0	177.0	2.0
Cell_4809	156.0	185.0	2.0
Cell_4810	152.0	185.0	2.0
Cell_4811	152.0	187.0	2.0
Cell_4812	152.0	186.0	2.0
Cell_4813	152.0	182.0	2.0
Cell_4814	152.0	183.0	2.0
Cell_4815	151.0	187.0	2.0
Cell_4816	152.0	184.0	2.0
Cell_4817	152.0	179.0	2.0
Cell_4818	152.0	180.0	2.0
Cell_4819	150.0	180.0	2.0
Cell_4820	150.0	183.0	2.0
Cell_4821	150.0	184.0	2.0
Cell_4822	149.0	181.0	2.0
Cell_4823	149.0	182.0	2.0
Cell_4824	153.0	181.0	2.0
Cell_4825	155.0	183.0	2.0
Cell_4826	153.0	183.0	2.0
Cell_4827	153.0	184.0	2.0
Cell_4828	153.0	185.0	2.0
Cell_4829	154.0	187.0	2.0
Cell_4830	153.0	189.0	2.0
Cell_4831	151.0	181.0	2.0
Cell_4832	152.0	181.0	2.0
Cell_4833	151.0	183.0	2.0
Cell_4834	147.0	183.0	2.0
Cell_4835	147.0	187.0	2.0
Cell_4836	151.0	185.0	2.0
Cell_4837	149.0	185.0	2.0
Cell_4838	151.0	189.0	2.0
Cell_4839	150.0	189.0	2.0
Cell_4840	149.0	186.0	2.0
Cell_4841	149.0	187.0	2.0
Cell_4842	149.0	188.0	2.0
Cell_4843	149.0	189.0	2.0
Cell_4844	150.0	176.0	2.0
Cell_4845	156.0	179.0	2.0
Cell_4846	157.0	182.0	2.0
Cell_4847	156.0	178.0	2.0
Cell_4848	156.0	180.0	2.0
Cell_4849	158.0	178.0	2.0
Cell_4850	158.0	180.0	2.0
Cell_4851	159.0	178.0	2.0
Cell_4852	154.0	180.0	2.0
Cell_4853	160.0	183.0	2.0
Cell_4854	156.0	182.0	2.0
Cell_4855	158.0	184.0	2.0
Cell_4856	157.0	181.0	2.0
Cell_4857	157.0	183.0	2.0
Cell_4858	159.0	185.0	2.0
Cell_4859	156.0	186.0	2.0
Cell_4860	157.0	186.0	2.0
Cell_4861	158.0	188.0	2.0
Cell_4862	156.0	187.0	2.0
Cell_4863	158.0	187.0	2.0
Cell_4864	157.0	188.0	2.0
Cell_4865	157.0	189.0	2.0
Cell_4866	156.0	191.0	2.0
Cell_4867	156.0	193.0	2.0
Cell_4868	151.0	182.0	2.0
Cell_4869	150.0	182.0	2.0
Cell_4870	157.0	185.0	2.0
Cell_4871	155.0	186.0	2.0
Cell_4872	155.0	187.0	2.0
Cell_4873	156.0	184.0	2.0
Cell_4874	154.0	186.0	2.0
Cell_4875	153.0	186.0	2.0
Cell_4876	154.0	184.0	2.0
Cell_4877	154.0	192.0	2.0
Cell_4878	151.0	163.0	2.0
Cell_4879	152.0	168.0	2.0
Cell_4880	151.0	168.0	2.0
Cell_4881	159.0	168.0	2.0
Cell_4882	160.0	168.0	2.0
Cell_4883	156.0	170.0	2.0
Cell_4884	157.0	170.0	2.0
Cell_4885	160.0	170.0	2.0
Cell_4886	158.0	168.0	2.0
Cell_4887	153.0	169.0	2.0
Cell_4888	153.0	170.0	2.0
Cell_4889	154.0	170.0	2.0
Cell_4890	155.0	171.0	2.0
Cell_4891	157.0	176.0	2.0
Cell_4892	157.0	178.0	2.0
Cell_4893	157.0	177.0	2.0
Cell_4894	158.0	177.0	2.0
Cell_4895	160.0	177.0	2.0
Cell_4896	159.0	179.0	2.0
Cell_4897	151.0	179.0	2.0
Cell_4898	151.0	178.0	2.0
Cell_4899	151.0	180.0	2.0
Cell_4900	153.0	180.0	2.0
Cell_4901	152.0	177.0	2.0
Cell_4902	150.0	166.0	2.0
Cell_4903	149.0	167.0	2.0
Cell_4904	149.0	165.0	2.0
Cell_4905	147.0	165.0	2.0
Cell_4906	149.0	170.0	2.0
Cell_4907	151.0	171.0	2.0
Cell_4908	149.0	168.0	2.0
Cell_4909	149.0	173.0	2.0
Cell_4910	151.0	165.0	2.0
Cell_4911	151.0	167.0	2.0
Cell_4912	151.0	166.0	2.0
Cell_4913	151.0	169.0	2.0
Cell_4914	153.0	167.0	2.0
Cell_4915	154.0	167.0	2.0
Cell_4916	156.0	167.0	2.0
Cell_4917	148.0	166.0	2.0
Cell_4918	144.0	170.0	2.0
Cell_4919	142.0	170.0	2.0
Cell_4920	144.0	171.0	2.0
Cell_4921	140.0	172.0	2.0
Cell_4922	144.0	169.0	2.0
Cell_4923	144.0	172.0	2.0
Cell_4924	144.0	165.0	2.0
Cell_4925	146.0	172.0	2.0
Cell_4926	146.0	173.0	2.0
Cell_4927	144.0	173.0	2.0
Cell_4928	142.0	171.0	2.0
Cell_4929	141.0	170.0	2.0
Cell_4930	142.0	172.0	2.0
Cell_4931	141.0	172.0	2.0
Cell_4932	145.0	169.0	2.0
Cell_4933	145.0	172.0	2.0
Cell_4934	145.0	174.0	2.0
Cell_4935	145.0	173.0	2.0
Cell_4936	149.0	174.0	2.0
Cell_4937	149.0	176.0	2.0
Cell_4938	148.0	176.0	2.0
Cell_4939	149.0	180.0	2.0
Cell_4940	148.0	180.0	2.0
Cell_4941	148.0	179.0	2.0
Cell_4942	149.0	178.0	2.0
Cell_4943	149.0	179.0	2.0
Cell_4944	0.0	0.0	10.0
Cell_4945	0.0	1.0	10.0
Cell_4946	0.0	2.0	10.0
Cell_4947	0.0	3.0	10.0
Cell_4948	0.0	4.0	10.0
Cell_4949	0.0	5.0	10.0
Cell_4950	0.0	6.0	10.0
Cell_4951	0.0	7.0	10.0
Cell_4952	0.0	8.0	10.0
Cell_4953	0.0	9.0	10.0
Cell_4954	0.0	10.0	10.0
Cell_4955	0.0	11.0	10.0
Cell_4956	0.0	12.0	10.0
Cell_4957	0.0	13.0	10.0
Cell_4958	0.0	14.0	10.0
Cell_4959	0.0	15.0	10.0
Cell_4960	0.0	16.0	10.0
Cell_4961	0.0	17.0	10.0
Cell_4962	0.0	18.0	10.0
Cell_4963	0.0	19.0	10.0
Cell_4964	0.0	20.0	10.0
Cell_4965	0.0	21.0	10.0
Cell_4966	0.0	22.0	10.0
Cell_4967	0.0	23.0	10.0
Cell_4968	0.0	24.0	10.0
Cell_4969	0.0	25.0	10.0
Cell_4970	0.0	26.0	10.0
Cell_4971	0.0	27.0	10.0
Cell_4972	0.0	28.0	10.0
Cell_4973	0.0	29.0	10.0
Cell_4974	0.0	30.0	10.0
Cell_4975	0.0	31.0	10.0
Cell_4976	0.0	32.0	10.0
Cell_4977	0.0	33.0	10.0
Cell_4978	0.0	34.0	10.0
Cell_4979	0.0	35.0	10.0
Cell_4980	0.0	36.0	10.0
Cell_4981	0.0	37.0	10.0
Cell_4982	0.0	38.0	10.0
Cell_4983	0.0	39.0	10.0
Cell_4984	0.0	40.0	10.0
Cell_4985	0.0	41.0	10.0
Cell_4986	0.0	42.0	10.0
Cell_4987	0.0	43.0	10.0
Cell_4988	0.0	44.0	10.0
Cell_4989	0.0	45.0	10.0
Cell_4990	0.0	46.0	10.0
Cell_4991	0.0	47.0	10.0
Cell_4992	0.0	48.0	10.0
Cell_4993	0.0	49.0	10.0
Cell_4994	0.0	50.0	10.0
Cell_4995	0.0	51.0	10.0
Cell_4996	0.0	52.0	10.0
Cell_4997	0.0	53.0	10.0
Cell_4998	0.0	54.0	10.0
Cell_4999	0.0	55.0	10.0
Cell_5000	0.0	56.0	10.0
Cell_5001	0.0	57.0	10.0
Cell_5002	0.0	58.0	10.0
Cell_5003	0.0	59.0	10.0
Cell_5004	0.0	60.0	10.0
Cell_5005	0.0	61.0	10.0
Cell_5006	0.0	62.0	10.0
Cell_5007	0.0	63.0	10.0
Cell_5008	0.0	64.0	10.0
Cell_5009	0.0	65.0	10.0
Cell_5010	0.0	66.0	10.0
Cell_5011	0.0	67.0	10.0
Cell_5012	0.0	68.0	10.0
Cell_5013	0.0	69.0	10.0
Cell_5014	0.0	70.0	10.0
Cell_5015	0.0	71.0	10.0
Cell_5016	0.0	72.0	10.0
Cell_5017	0.0	73.0	10.0
Cell_5018	0.0	74.0	10.0
Cell_5019	0.0	75.0	10.0
Cell_5020	0.0	76.0	10.0
Cell_5021	0.0	77.0	10.0
Cell_5022	0.0	78.0	10.0
Cell_5023	0.0	79.0	10.0
Cell_5024	0.0	80.0	10.0
Cell_5025	0.0	81.0	10.0
Cell_5026	0.0	82.0	10.0
Cell_5027	0.0	83.0	10.0
Cell_5028	0.0	84.0	10.0
Cell_5029	0.0	85.0	10.0
Cell_5030	0.0	86.0	10.0
Cell_5031	0.0	87.0	10.0
Cell_5032	0.0	88.0	10.0
Cell_5033	0.0	89.0	10.0
Cell_5034	0.0	90.0	10.0
Cell_5035	0.0	91.0	10.0
Cell_5036	0.0	92.0	10.0
Cell_5037	0.0	93.0	10.0
Cell_5038	0.0	94.0	10.0
Cell_5039	0.0	95.0	10.0
Cell_5040	0.0	96.0	10.0
Cell_5041	0.0	97.0	10.0
Cell_5042	0.0	98.0	10.0
Cell_5043	0.0	99.0	10.0
Cell_5044	0.0	100.0	10.0
Cell_5045	0.0	101.0	10.0
Cell_5046	0.0	102.0	10.0
Cell_5047	0.0	103.0	10.0
Cell_5048	0.0	104.0	10.0
Cell_5049	0.0	105.0	10.0
Cell_5050	0.0	106.0	10.0
Cell_5051	0.0	107.0	10.0
Cell_5052	0.0	108.0	10.0
Cell_5053	0.0	109.0	10.0
Cell_5054	0.0	110.0	10.0
Cell_5055	0.0	111.0	10.0
Cell_5056	0.0	112.0	10.0
Cell_5057	0.0	113.0	10.0
Cell_5058	0.0	114.0	10.0
Cell_5059	0.0	115.0	10.0
Cell_5060	0.0	116.0	10.0
Cell_5061	0.0	117.0	10.0
Cell_5062	0.0	118.0	10.0
Cell_5063	0.0	119.0	10.0
Cell_5064	0.0	120.0	10.0
Cell_5065	0.0	121.0	10.0
Cell_5066	0.0	122.0	10.0
Cell_5067	0.0	123.0	10.0
Cell_5068	0.0	124.0	10.0
Cell_5069	0.0	125.0	10.0
Cell_5070	0.0	126.0	10.0
Cell_5071	0.0	127.0	10.0
Cell_5072	0.0	128.0	10.0
Cell_5073	0.0	129.0	10.0
Cell_5074	0.0	130.0	10.0
Cell_5075	0.0	131.0	10.0
Cell_5076	0.0	132.0	10.0
Cell_5077	0.0	133.0	10.0
